neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_density,Entire home/apt,Private room,Shared room,Hotel room,price_avg
17,41.83466,-87.61349,0,65,2,0,0,1,0,58,36,0,21,1,156.25
38,41.91581,-87.63804,0,79,1,6,1,1,0,312,257,0,51,4,199.6614785992218
68,41.78912,-87.62308,0,434,1,2,1,1,179,33,9,0,23,1,153.11111111111111
31,41.9197,-87.73817,0,49,1,34,4,2,337,19,13,0,6,0,85.3076923076923
37,41.93807,-87.66323,0,106,1,89,11,1,310,527,394,10,105,18,255.4746192893401
59,41.65208,-87.6103,2,22,30,0,0,1,89,3,0,0,3,0,37.666666666666664
59,41.65388,-87.61021,2,22,30,0,0,1,0,3,0,0,3,0,37.666666666666664
42,41.85604,-87.64975,2,132,1,16,2,2,109,189,119,0,68,2,94.72058823529412
47,41.89646,-87.63137,2,50,1,7,1,1,78,672,569,38,63,2,141.74603174603175
75,41.89505,-87.66492,0,71,3,26,3,1,88,714,488,18,204,4,191.13319672131146
38,41.92939,-87.64845,0,69,1,21,3,1,0,312,257,0,51,4,199.6614785992218
75,41.90185,-87.70061,2,55,1,0,0,1,0,714,488,18,204,4,159.26470588235293
32,41.89086,-87.71644,2,30,32,1,1,2,266,63,41,0,18,4,45.111111111111114
29,41.75362,-87.63614,0,55,1,15,5,1,261,30,14,0,12,4,122.07142857142857
42,41.85764,-87.64974,2,50,1,8,1,2,109,189,119,0,68,2,94.72058823529412
34,41.95797,-87.70924,0,135,1,29,4,1,120,154,83,0,67,4,169.0
41,41.87282,-87.62817,0,100,7,0,0,1,0,366,331,3,31,1,175.2688821752266
49,41.88092,-87.68017,0,56,1,19,3,1,0,314,222,0,89,3,187.6081081081081
64,41.85481,-87.70287,0,32,10,2,1,4,90,41,29,0,11,1,78.96551724137932
29,41.76968,-87.61612,2,31,2,7,1,3,84,30,14,0,12,4,43.916666666666664
37,41.94041,-87.6415,0,89,30,0,0,205,364,527,394,10,105,18,255.4746192893401
75,41.90468,-87.66808,0,149,30,0,0,205,174,714,488,18,204,4,191.13319672131146
47,41.89194,-87.63386,0,220,2,13,2,17,75,672,569,38,63,2,210.493848857645
47,41.89825,-87.61868,0,189,30,0,0,205,143,672,569,38,63,2,210.493848857645
7,41.93478,-87.70741,0,246,30,7,1,1,151,146,107,0,34,5,160.33644859813083
47,41.89234,-87.62045,0,375,2,3,2,14,54,672,569,38,63,2,210.493848857645
47,41.89373,-87.6187,0,425,2,1,1,14,58,672,569,38,63,2,210.493848857645
47,41.89143,-87.62027,0,302,2,0,0,14,57,672,569,38,63,2,210.493848857645
47,41.89231,-87.6199,0,250,2,1,1,14,34,672,569,38,63,2,210.493848857645
65,41.75516,-87.58458,0,65,3,15,2,1,49,90,41,0,48,1,128.26829268292684
47,41.89329,-87.61974,0,302,2,0,0,14,57,672,569,38,63,2,210.493848857645
35,41.97023,-87.76721,0,89,7,2,1,2,26,44,33,0,10,1,116.03030303030303
4,41.7469,-87.66637,0,60,7,1,1,1,177,6,2,0,4,0,229.5
7,41.93368,-87.72174,0,54,3,20,3,1,10,146,107,0,34,5,160.33644859813083
75,41.88905,-87.64741,0,250,3,0,0,1,55,714,488,18,204,4,191.13319672131146
47,41.89353,-87.61983,0,365,2,0,0,14,0,672,569,38,63,2,210.493848857645
32,41.90604,-87.70824,2,25,1,9,2,1,0,63,41,0,18,4,45.111111111111114
0,41.96187,-87.72938,2,59,1,13,2,1,92,65,29,0,36,0,50.97222222222222
8,41.92563,-87.76398,2,60,1,0,0,2,0,25,13,0,11,1,93.72727272727273
75,41.90501,-87.68892,2,60,2,2,1,1,180,714,488,18,204,4,159.26470588235293
40,41.92004,-87.6903,0,123,2,7,1,1,0,387,304,0,81,2,159.0559210526316
10,41.83912,-87.65995,0,133,2,8,2,4,363,112,79,0,32,1,133.32911392405063
47,41.88824,-87.63416,0,734,2,0,0,47,1,672,569,38,63,2,210.493848857645
74,41.9878,-87.69405,0,51,3,9,3,1,132,66,31,0,29,6,131.6451612903226
47,41.8942,-87.61757,2,48,25,0,0,14,0,672,569,38,63,2,141.74603174603175
7,41.93779,-87.71905,0,528,3,7,1,1,118,146,107,0,34,5,160.33644859813083
47,41.88926,-87.63391,0,176,2,0,0,47,3,672,569,38,63,2,210.493848857645
39,41.97627,-87.67917,0,72,1,17,2,3,38,89,69,0,20,0,127.30434782608695
0,41.97156,-87.72762,2,85,3,0,0,1,0,65,29,0,36,0,50.97222222222222
17,41.8288,-87.6193,2,65,2,0,0,4,89,58,36,0,21,1,111.76190476190476
42,41.84964,-87.67624,0,60,1,17,2,18,188,189,119,0,68,2,113.11764705882354
47,41.8933,-87.6183,2,48,25,0,0,14,0,672,569,38,63,2,141.74603174603175
47,41.88908,-87.63203,2,101,1,27,4,8,357,672,569,38,63,2,141.74603174603175
28,41.8079,-87.62252,0,187,1,9,1,2,262,104,52,0,48,4,143.78846153846155
37,41.93857,-87.66575,0,75,31,0,0,27,355,527,394,10,105,18,255.4746192893401
61,41.70506,-87.60982,0,115,2,2,1,1,179,7,5,0,2,0,81.0
48,41.84736,-87.61954,2,99,2,1,1,1,90,142,113,0,29,0,93.17241379310344
14,41.74511,-87.59999,0,210,1,0,0,1,88,14,11,0,3,0,81.18181818181819
60,42.0025,-87.67373,0,175,1,0,0,1,90,123,69,0,52,2,152.69565217391303
49,41.88202,-87.67923,0,350,1,0,0,8,365,314,222,0,89,3,187.6081081081081
52,41.85367,-87.70417,2,24,1,1,1,4,90,29,8,0,20,1,36.85
47,41.89256,-87.62079,0,100,2,5,1,1,0,672,569,38,63,2,210.493848857645
40,41.91586,-87.71184,0,105,1,38,5,21,215,387,304,0,81,2,159.0559210526316
40,41.9145,-87.71047,0,97,1,15,2,21,206,387,304,0,81,2,159.0559210526316
21,41.97659,-87.65626,0,72,3,7,1,1,135,170,98,0,70,2,130.40816326530611
43,41.83138,-87.66908,0,93,2,8,1,2,141,26,13,0,13,0,244.6153846153846
47,41.89344,-87.61874,2,48,25,0,0,14,0,672,569,38,63,2,141.74603174603175
47,41.89355,-87.61898,2,48,25,0,0,14,0,672,569,38,63,2,141.74603174603175
48,41.855,-87.62104,0,85,4,2,1,1,111,142,113,0,29,0,172.92920353982302
31,41.92095,-87.7363,0,65,1,20,4,1,175,19,13,0,6,0,85.3076923076923
40,41.92477,-87.70391,0,70,14,11,2,1,85,387,304,0,81,2,159.0559210526316
60,42.01001,-87.65984,0,40,3,2,1,1,0,123,69,0,52,2,152.69565217391303
41,41.87584,-87.62849,2,200,2,0,0,1,89,366,331,3,31,1,156.25806451612902
37,41.95169,-87.65732,0,275,3,1,1,1,180,527,394,10,105,18,255.4746192893401
41,41.87976,-87.62663,0,137,30,0,0,205,348,366,331,3,31,1,175.2688821752266
10,41.82516,-87.64639,0,100,4,1,1,1,0,112,79,0,32,1,133.32911392405063
66,41.96457,-87.6636,0,80,1,0,0,1,0,169,103,3,63,0,183.90291262135923
47,41.89147,-87.63765,0,129,31,0,0,30,67,672,569,38,63,2,210.493848857645
51,41.94883,-87.68034,0,632,1,2,1,1,179,134,122,0,11,1,172.98360655737704
45,41.69801,-87.66276,0,170,3,0,0,1,0,5,4,0,1,0,103.25
40,41.9182,-87.6745,0,70,3,45,6,1,78,387,304,0,81,2,159.0559210526316
21,41.9924,-87.65792,2,50,1,0,0,1,179,170,98,0,70,2,83.51428571428572
51,41.94347,-87.67875,0,96,2,13,2,1,49,134,122,0,11,1,172.98360655737704
49,41.87697,-87.64481,0,800,3,0,0,1,0,314,222,0,89,3,187.6081081081081
37,41.94041,-87.6415,0,149,30,0,0,205,263,527,394,10,105,18,255.4746192893401
40,41.91375,-87.71104,0,108,1,21,3,21,193,387,304,0,81,2,159.0559210526316
38,41.92758,-87.64528,2,105,1,2,1,3,180,312,257,0,51,4,106.76470588235294
40,41.91519,-87.71207,0,105,1,21,3,21,217,387,304,0,81,2,159.0559210526316
48,41.86132,-87.62626,0,245,2,1,1,1,180,142,113,0,29,0,172.92920353982302
47,41.89978,-87.62053,0,60,31,0,0,27,180,672,569,38,63,2,210.493848857645
50,41.79603,-87.66166,0,75,3,2,1,7,294,20,5,0,15,0,74.8
49,41.88306,-87.65131,0,112,30,0,0,205,357,314,222,0,89,3,187.6081081081081
65,41.76745,-87.58867,0,200,5,9,2,2,159,90,41,0,48,1,128.26829268292684
47,41.89825,-87.61868,0,125,30,0,0,205,332,672,569,38,63,2,210.493848857645
49,41.88306,-87.65131,0,130,30,0,0,205,319,314,222,0,89,3,187.6081081081081
21,41.99736,-87.65917,0,119,2,61,7,4,347,170,98,0,70,2,130.40816326530611
76,41.77848,-87.60287,2,40,2,0,0,1,0,83,28,0,55,0,45.49090909090909
49,41.8744,-87.68644,0,106,2,15,2,4,0,314,222,0,89,3,187.6081081081081
35,41.97075,-87.77016,2,139,1,0,0,1,364,44,33,0,10,1,48.2
23,41.77572,-87.64654,0,129,2,20,3,1,91,15,9,0,5,1,114.0
21,41.99727,-87.6594,0,150,2,36,5,4,350,170,98,0,70,2,130.40816326530611
21,41.99741,-87.66084,0,150,2,48,6,4,341,170,98,0,70,2,130.40816326530611
74,42.01801,-87.70748,0,299,2,3,2,4,86,66,31,0,29,6,131.6451612903226
40,41.91469,-87.71647,0,59,3,11,2,1,31,387,304,0,81,2,159.0559210526316
60,42.01926,-87.66542,0,246,1,16,2,4,174,123,69,0,52,2,152.69565217391303
75,41.90984,-87.69242,0,42,3,5,1,3,0,714,488,18,204,4,191.13319672131146
68,41.79567,-87.62606,2,26,7,2,2,6,76,33,9,0,23,1,81.78260869565217
48,41.86493,-87.62466,0,152,30,1,1,205,112,142,113,0,29,0,172.92920353982302
49,41.88306,-87.65131,0,98,30,0,0,205,364,314,222,0,89,3,187.6081081081081
66,41.96927,-87.66352,2,40,1,17,2,1,17,169,103,3,63,0,87.17460317460318
38,41.93053,-87.65655,2,26,1,4,1,1,19,312,257,0,51,4,106.76470588235294
42,41.85455,-87.6607,0,250,2,4,1,1,88,189,119,0,68,2,113.11764705882354
65,41.75587,-87.57652,0,349,1,6,1,1,294,90,41,0,48,1,128.26829268292684
41,41.87711,-87.63385,0,103,30,0,0,205,364,366,331,3,31,1,175.2688821752266
10,41.83328,-87.64824,2,37,1,19,3,1,127,112,79,0,32,1,62.0
74,41.99851,-87.69905,2,49,2,2,1,1,365,66,31,0,29,6,52.172413793103445
47,41.89645,-87.62889,2,80,1,1,1,3,0,672,569,38,63,2,141.74603174603175
67,41.70856,-87.64024,2,30,1,1,1,1,168,6,1,0,5,0,44.4
38,41.92575,-87.66967,2,89,1,0,0,1,161,312,257,0,51,4,106.76470588235294
32,41.89015,-87.71539,0,150,2,0,0,1,0,63,41,0,18,4,107.17073170731707
75,41.90584,-87.68453,2,88,1,1,1,1,88,714,488,18,204,4,159.26470588235293
41,41.8698,-87.63189,0,332,2,4,1,1,180,366,331,3,31,1,175.2688821752266
43,41.83427,-87.6781,0,45,3,2,1,1,94,26,13,0,13,0,244.6153846153846
37,41.95267,-87.65292,0,66,2,23,3,1,24,527,394,10,105,18,255.4746192893401
75,41.9033,-87.6987,2,75,1,0,0,1,365,714,488,18,204,4,159.26470588235293
17,41.84267,-87.61701,0,55,1,4,1,1,0,58,36,0,21,1,156.25
41,41.88488,-87.63337,0,80,31,1,1,30,62,366,331,3,31,1,175.2688821752266
60,42.0075,-87.66123,2,50,1,16,2,1,168,123,69,0,52,2,63.88461538461539
47,41.90686,-87.64952,0,238,3,1,1,2,53,672,569,38,63,2,210.493848857645
28,41.80379,-87.60965,0,145,7,2,1,1,154,104,52,0,48,4,143.78846153846155
41,41.87774,-87.6342,0,98,30,0,0,205,364,366,331,3,31,1,175.2688821752266
49,41.88306,-87.65131,0,129,30,0,0,205,340,314,222,0,89,3,187.6081081081081
49,41.88306,-87.65131,0,120,30,0,0,205,318,314,222,0,89,3,187.6081081081081
28,41.80943,-87.60884,0,80,2,4,1,1,179,104,52,0,48,4,143.78846153846155
7,41.93243,-87.72381,2,83,1,2,1,2,90,146,107,0,34,5,64.08823529411765
42,41.85333,-87.66896,0,180,2,1,1,1,90,189,119,0,68,2,113.11764705882354
57,41.95503,-87.75017,2,30,2,0,0,1,171,83,58,0,25,0,61.12
51,41.96043,-87.69238,0,98,1,11,2,1,48,134,122,0,11,1,172.98360655737704
7,41.93298,-87.72447,2,75,1,6,1,2,90,146,107,0,34,5,64.08823529411765
51,41.94279,-87.68211,0,321,2,1,1,2,324,134,122,0,11,1,172.98360655737704
7,41.94062,-87.70045,0,78,1,7,1,3,71,146,107,0,34,5,160.33644859813083
40,41.92815,-87.70676,0,295,2,2,1,1,363,387,304,0,81,2,159.0559210526316
34,41.9564,-87.731,0,125,2,0,0,1,263,154,83,0,67,4,169.0
62,41.74574,-87.55002,2,20,1,1,1,1,78,20,6,0,14,0,78.5
32,41.89417,-87.70935,2,45,1,0,0,1,0,63,41,0,18,4,45.111111111111114
34,41.9488,-87.72038,0,141,3,1,1,1,168,154,83,0,67,4,169.0
21,41.99738,-87.65875,0,133,2,24,3,4,365,170,98,0,70,2,130.40816326530611
37,41.95163,-87.65849,0,130,1,12,2,17,213,527,394,10,105,18,255.4746192893401
43,41.83116,-87.6852,0,93,1,15,3,2,327,26,13,0,13,0,244.6153846153846
35,41.97147,-87.76507,0,899,3,4,1,2,62,44,33,0,10,1,116.03030303030303
28,41.80657,-87.62224,0,195,1,9,2,2,256,104,52,0,48,4,143.78846153846155
48,41.85529,-87.62476,0,250,1,2,1,1,180,142,113,0,29,0,172.92920353982302
21,41.9921,-87.67428,0,90,2,2,1,1,0,170,98,0,70,2,130.40816326530611
76,41.77849,-87.58753,0,180,1,0,0,1,365,83,28,0,55,0,117.78571428571429
37,41.94193,-87.64115,0,94,1,19,3,17,197,527,394,10,105,18,255.4746192893401
64,41.83892,-87.70693,3,25,1,0,0,1,83,41,29,0,11,1,25.0
53,41.97276,-87.71414,0,165,2,1,1,1,27,27,16,0,11,0,138.6875
75,41.90859,-87.69098,0,123,2,50,6,3,248,714,488,18,204,4,191.13319672131146
40,41.93135,-87.7191,2,40,1,0,0,1,178,387,304,0,81,2,73.61728395061728
64,41.8493,-87.70683,0,90,2,12,2,1,58,41,29,0,11,1,78.96551724137932
61,41.69971,-87.62099,0,76,2,34,5,1,163,7,5,0,2,0,81.0
49,41.88042,-87.68361,2,29,1,5,1,3,351,314,222,0,89,3,61.337078651685395
47,41.89897,-87.62245,0,150,90,0,0,15,365,672,569,38,63,2,210.493848857645
47,41.9025,-87.63341,0,110,30,0,0,1,90,672,569,38,63,2,210.493848857645
76,41.78236,-87.59281,2,50,1,3,1,2,365,83,28,0,55,0,45.49090909090909
34,41.9555,-87.70285,0,90,2,0,0,1,221,154,83,0,67,4,169.0
66,41.95507,-87.6503,0,85,1,10,2,9,346,169,103,3,63,0,183.90291262135923
75,41.89072,-87.66207,0,482,1,0,0,2,0,714,488,18,204,4,191.13319672131146
19,41.87285,-87.69438,0,111,2,2,1,1,320,93,36,0,57,0,120.55555555555556
75,41.89345,-87.68461,0,53,1,18,3,3,0,714,488,18,204,4,191.13319672131146
33,41.79286,-87.60582,2,30,1,3,1,1,0,93,51,0,42,0,85.71428571428571
75,41.91261,-87.69851,0,49,3,13,2,1,2,714,488,18,204,4,191.13319672131146
21,41.98643,-87.65594,0,75,1,3,1,1,267,170,98,0,70,2,130.40816326530611
49,41.88169,-87.66714,0,1499,2,0,0,3,352,314,222,0,89,3,187.6081081081081
41,41.88604,-87.61846,0,156,32,0,0,31,365,366,331,3,31,1,175.2688821752266
32,41.90684,-87.72462,0,104,2,5,1,1,49,63,41,0,18,4,107.17073170731707
51,41.94544,-87.67716,0,85,2,15,3,2,165,134,122,0,11,1,172.98360655737704
47,41.89895,-87.63183,0,238,2,21,3,1,173,672,569,38,63,2,210.493848857645
49,41.87942,-87.68182,2,28,1,4,1,3,266,314,222,0,89,3,61.337078651685395
38,41.93068,-87.64237,0,145,30,1,1,205,322,312,257,0,51,4,199.6614785992218
41,41.87711,-87.63385,0,125,30,0,0,205,354,366,331,3,31,1,175.2688821752266
41,41.87711,-87.63385,0,130,30,0,0,205,347,366,331,3,31,1,175.2688821752266
37,41.94041,-87.6415,0,105,30,0,0,205,305,527,394,10,105,18,255.4746192893401
37,41.94041,-87.6415,0,149,30,0,0,205,204,527,394,10,105,18,255.4746192893401
49,41.88306,-87.65131,0,133,30,0,0,205,344,314,222,0,89,3,187.6081081081081
49,41.88306,-87.65131,0,89,30,0,0,205,1,314,222,0,89,3,187.6081081081081
41,41.87711,-87.63385,0,93,30,0,0,205,364,366,331,3,31,1,175.2688821752266
49,41.88306,-87.65131,0,250,30,0,0,205,208,314,222,0,89,3,187.6081081081081
49,41.88306,-87.65131,0,98,30,0,0,205,364,314,222,0,89,3,187.6081081081081
36,41.81184,-87.60377,2,35,1,2,1,1,0,42,25,0,17,0,74.88235294117646
75,41.91065,-87.67754,2,119,2,7,1,4,30,714,488,18,204,4,159.26470588235293
8,41.93017,-87.748,0,50,2,3,1,1,66,25,13,0,11,1,83.61538461538461
75,41.90985,-87.67803,2,109,2,4,1,4,32,714,488,18,204,4,159.26470588235293
75,41.90989,-87.67926,2,109,2,4,1,4,33,714,488,18,204,4,159.26470588235293
28,41.81746,-87.61634,2,51,3,1,1,1,90,104,52,0,48,4,95.20833333333333
18,41.9495,-87.80756,2,45,3,0,0,1,358,26,10,0,16,0,56.5625
41,41.88611,-87.62475,0,400,30,0,0,4,0,366,331,3,31,1,175.2688821752266
41,41.88667,-87.6266,0,500,5,1,1,1,0,366,331,3,31,1,175.2688821752266
42,41.85676,-87.65069,2,55,3,3,1,2,89,189,119,0,68,2,94.72058823529412
21,41.98856,-87.66262,2,79,2,4,1,2,210,170,98,0,70,2,83.51428571428572
64,41.85238,-87.69795,0,53,3,15,3,1,160,41,29,0,11,1,78.96551724137932
21,41.98907,-87.66269,2,119,1,0,0,2,210,170,98,0,70,2,83.51428571428572
18,41.93934,-87.83059,2,35,2,17,3,1,0,26,10,0,16,0,56.5625
64,41.84717,-87.70684,0,65,2,8,2,1,22,41,29,0,11,1,78.96551724137932
47,41.89063,-87.61903,0,112,30,0,0,205,331,672,569,38,63,2,210.493848857645
36,41.80274,-87.58456,0,100,2,2,1,1,109,42,25,0,17,0,188.84
10,41.83517,-87.64187,2,65,2,0,0,1,363,112,79,0,32,1,62.0
18,41.93959,-87.82223,0,80,2,16,2,1,0,26,10,0,16,0,99.6
37,41.93833,-87.64502,0,165,80,0,0,1,83,527,394,10,105,18,255.4746192893401
41,41.87598,-87.62315,0,299,2,2,1,2,80,366,331,3,31,1,175.2688821752266
21,41.98071,-87.67208,0,225,2,0,0,2,300,170,98,0,70,2,130.40816326530611
75,41.90971,-87.6711,0,107,3,0,0,2,0,714,488,18,204,4,191.13319672131146
38,41.92186,-87.65986,0,116,3,20,3,1,321,312,257,0,51,4,199.6614785992218
7,41.93259,-87.69071,0,100,1,4,1,1,174,146,107,0,34,5,160.33644859813083
29,41.75849,-87.61593,0,320,4,0,0,1,365,30,14,0,12,4,122.07142857142857
57,41.95027,-87.75169,0,54,1,8,1,1,0,83,58,0,25,0,129.3448275862069
52,41.86746,-87.69646,0,82,2,0,0,1,0,29,8,0,20,1,89.625
49,41.88324,-87.68103,0,225,2,1,1,1,90,314,222,0,89,3,187.6081081081081
41,41.88383,-87.62561,0,80,1,1,1,1,0,366,331,3,31,1,175.2688821752266
62,41.74291,-87.54603,2,21,5,7,1,8,20,20,6,0,14,0,78.5
9,41.71475,-87.66366,2,39,10,6,1,1,0,7,3,0,4,0,33.0
62,41.74345,-87.54595,0,40,15,8,1,8,1,20,6,0,14,0,171.33333333333334
47,41.89535,-87.63439,0,380,2,8,2,4,0,672,569,38,63,2,210.493848857645
7,41.94048,-87.70024,0,74,2,3,1,3,344,146,107,0,34,5,160.33644859813083
47,41.8989,-87.62797,0,116,30,0,0,205,317,672,569,38,63,2,210.493848857645
49,41.88306,-87.65131,0,135,30,0,0,205,281,314,222,0,89,3,187.6081081081081
41,41.88606,-87.62472,0,116,30,0,0,205,337,366,331,3,31,1,175.2688821752266
41,41.88606,-87.62472,0,212,30,0,0,205,30,366,331,3,31,1,175.2688821752266
47,41.8989,-87.62797,0,173,30,0,0,205,322,672,569,38,63,2,210.493848857645
41,41.86833,-87.62495,0,120,2,23,3,2,76,366,331,3,31,1,175.2688821752266
47,41.8933,-87.619,0,275,10,0,0,6,353,672,569,38,63,2,210.493848857645
37,41.93928,-87.66904,0,99,1,21,3,17,220,527,394,10,105,18,255.4746192893401
75,41.88962,-87.68541,0,85,2,19,3,2,16,714,488,18,204,4,191.13319672131146
21,41.98316,-87.6566,0,79,1,20,3,4,355,170,98,0,70,2,130.40816326530611
42,41.85298,-87.6776,0,81,3,18,3,1,89,189,119,0,68,2,113.11764705882354
47,41.90214,-87.6358,0,329,2,7,1,4,45,672,569,38,63,2,210.493848857645
75,41.8967,-87.68035,0,57,2,2,1,1,0,714,488,18,204,4,191.13319672131146
75,41.90987,-87.67716,0,133,30,1,1,205,261,714,488,18,204,4,191.13319672131146
59,41.64736,-87.61679,2,69,1,0,0,1,89,3,0,0,3,0,37.666666666666664
40,41.9218,-87.68262,0,71,3,6,3,1,62,387,304,0,81,2,159.0559210526316
25,41.81243,-87.63253,0,129,2,0,0,3,365,6,6,0,0,0,87.33333333333333
42,41.85151,-87.67859,0,58,3,26,4,1,85,189,119,0,68,2,113.11764705882354
47,41.90369,-87.63569,2,459,2,1,1,4,164,672,569,38,63,2,141.74603174603175
49,41.88699,-87.65144,0,202,3,17,3,1,332,314,222,0,89,3,187.6081081081081
47,41.903,-87.63573,0,349,2,2,1,4,30,672,569,38,63,2,210.493848857645
47,41.90214,-87.63524,0,559,2,7,1,4,48,672,569,38,63,2,210.493848857645
62,41.74483,-87.54557,2,17,4,5,1,8,29,20,6,0,14,0,78.5
66,41.97276,-87.6576,2,30,30,0,0,11,359,169,103,3,63,0,87.17460317460318
47,41.89496,-87.62737,0,89,30,1,1,15,49,672,569,38,63,2,210.493848857645
54,41.97942,-87.79738,2,58,2,0,0,1,0,29,12,0,15,2,55.13333333333333
40,41.9164,-87.68362,0,87,3,7,1,1,364,387,304,0,81,2,159.0559210526316
76,41.7839,-87.59237,2,50,1,4,1,2,299,83,28,0,55,0,45.49090909090909
75,41.90957,-87.66977,2,400,1,0,0,15,0,714,488,18,204,4,159.26470588235293
16,41.7798,-87.77233,0,89,2,0,0,1,0,3,2,0,1,0,77.5
75,41.90954,-87.6683,2,400,1,0,0,15,0,714,488,18,204,4,159.26470588235293
0,41.96561,-87.73218,0,100,2,2,1,1,263,65,29,0,36,0,138.44827586206895
38,41.92427,-87.65103,0,152,2,20,3,8,292,312,257,0,51,4,199.6614785992218
75,41.89006,-87.65249,0,300,2,0,0,1,0,714,488,18,204,4,191.13319672131146
76,41.776,-87.604,0,91,2,19,3,1,174,83,28,0,55,0,117.78571428571429
76,41.78294,-87.60664,2,48,6,3,1,12,309,83,28,0,55,0,45.49090909090909
67,41.72537,-87.64767,2,30,3,3,1,3,0,6,1,0,5,0,44.4
38,41.92862,-87.65431,0,422,1,24,4,1,311,312,257,0,51,4,199.6614785992218
76,41.78412,-87.60658,0,70,5,5,1,12,299,83,28,0,55,0,117.78571428571429
41,41.88608,-87.63422,0,250,30,0,0,205,50,366,331,3,31,1,175.2688821752266
41,41.88608,-87.63422,0,120,30,1,1,205,318,366,331,3,31,1,175.2688821752266
7,41.94382,-87.72665,2,31,30,1,1,9,324,146,107,0,34,5,64.08823529411765
34,41.94044,-87.72963,2,35,15,1,1,9,272,154,83,0,67,4,55.298507462686565
76,41.78271,-87.60836,2,40,7,6,1,12,232,83,28,0,55,0,45.49090909090909
41,41.87711,-87.63385,0,120,30,0,0,205,359,366,331,3,31,1,175.2688821752266
47,41.90151,-87.62566,0,169,2,4,1,31,342,672,569,38,63,2,210.493848857645
47,41.9032,-87.62718,0,98,2,9,2,31,340,672,569,38,63,2,210.493848857645
49,41.879,-87.68359,2,15,1,0,0,4,324,314,222,0,89,3,61.337078651685395
47,41.89496,-87.62711,0,95,30,0,0,15,0,672,569,38,63,2,210.493848857645
47,41.901,-87.62635,0,96,2,11,2,31,347,672,569,38,63,2,210.493848857645
47,41.90128,-87.62724,0,1285,2,0,0,31,323,672,569,38,63,2,210.493848857645
65,41.76775,-87.56796,2,44,35,0,0,4,180,90,41,0,48,1,38.5625
0,41.97043,-87.74559,0,72,3,19,3,4,56,65,29,0,36,0,138.44827586206895
41,41.88608,-87.63422,0,103,30,1,1,205,330,366,331,3,31,1,175.2688821752266
41,41.88608,-87.63422,0,103,30,0,0,205,365,366,331,3,31,1,175.2688821752266
41,41.88606,-87.62472,0,125,30,0,0,205,352,366,331,3,31,1,175.2688821752266
47,41.89063,-87.61903,0,112,30,0,0,205,350,672,569,38,63,2,210.493848857645
47,41.89063,-87.61903,0,113,30,0,0,205,340,672,569,38,63,2,210.493848857645
5,41.89243,-87.75379,0,800,1,0,0,1,364,49,27,0,22,0,146.96296296296296
38,41.92972,-87.67607,2,49,10,1,1,1,0,312,257,0,51,4,106.76470588235294
37,41.93839,-87.65212,0,80,1,1,1,1,83,527,394,10,105,18,255.4746192893401
47,41.89831,-87.62655,0,98,365,0,0,15,365,672,569,38,63,2,210.493848857645
28,41.80585,-87.62244,0,142,2,16,3,1,88,104,52,0,48,4,143.78846153846155
41,41.88608,-87.63422,0,129,30,0,0,205,355,366,331,3,31,1,175.2688821752266
65,41.76081,-87.58734,0,27,1,3,1,7,336,90,41,0,48,1,128.26829268292684
13,41.73144,-87.57876,2,99,2,2,1,1,89,20,6,0,4,10,46.75
28,41.81211,-87.61505,0,111,5,10,3,3,158,104,52,0,48,4,143.78846153846155
48,41.85461,-87.62388,0,80,2,2,1,1,89,142,113,0,29,0,172.92920353982302
41,41.88608,-87.63422,0,103,30,0,0,205,1,366,331,3,31,1,175.2688821752266
28,41.81754,-87.61354,0,105,2,8,2,1,87,104,52,0,48,4,143.78846153846155
75,41.89583,-87.69312,0,48,1,9,2,1,78,714,488,18,204,4,191.13319672131146
41,41.88739,-87.61908,0,155,32,0,0,31,365,366,331,3,31,1,175.2688821752266
3,41.74437,-87.70173,0,52,2,1,1,5,204,13,7,0,6,0,99.42857142857143
65,41.76737,-87.56997,2,45,35,0,0,4,363,90,41,0,48,1,38.5625
54,41.97627,-87.80113,0,65,1,3,1,1,21,29,12,0,15,2,92.5
76,41.78445,-87.6072,2,39,6,9,2,12,339,83,28,0,55,0,45.49090909090909
48,41.85517,-87.62896,0,260,2,0,0,1,90,142,113,0,29,0,172.92920353982302
41,41.88524,-87.61585,0,650,2,5,1,1,168,366,331,3,31,1,175.2688821752266
40,41.91618,-87.70866,0,220,2,15,2,1,79,387,304,0,81,2,159.0559210526316
47,41.9028,-87.62972,0,186,30,0,0,205,263,672,569,38,63,2,210.493848857645
41,41.88608,-87.63422,0,166,30,0,0,205,149,366,331,3,31,1,175.2688821752266
41,41.88608,-87.63422,0,192,30,0,0,205,337,366,331,3,31,1,175.2688821752266
47,41.90445,-87.63605,0,195,1,1,1,1,90,672,569,38,63,2,210.493848857645
36,41.80346,-87.60635,0,84,3,15,3,1,350,42,25,0,17,0,188.84
10,41.83443,-87.65223,0,59,41,4,1,28,295,112,79,0,32,1,133.32911392405063
10,41.83303,-87.6515,0,66,31,3,1,28,322,112,79,0,32,1,133.32911392405063
10,41.8343,-87.65218,0,59,41,4,1,28,284,112,79,0,32,1,133.32911392405063
76,41.78426,-87.60647,2,35,5,2,1,12,281,83,28,0,55,0,45.49090909090909
49,41.87809,-87.67965,0,72,41,2,1,28,357,314,222,0,89,3,187.6081081081081
